,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,40.19,40.19,41.18,38.58,38.58,35.92,36.38,36.55
FIIs,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
DIIs,0.07,24.57,24.57,24.57,24.57,24.57,24.57,24.57
Public,59.74,35.06,34.25,36.84,36.84,39.51,39.05,38.87
No. of Shareholders,2532.0,2329.0,2175.0,2030.0,2022.0,2743.0,2719.0,2960.0
