,2006-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1725.45,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inventory Days,,0.0,,,,,,,,
Days Payable,,,,,,,,,,
Cash Conversion Cycle,1725.45,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Working Capital Days,2355.91,2360.33,3076.43,-52.14,-52.14,-53.23,-62.65,-397.21,-146.00,-4745.00
ROCE %,,,1.47,-7.62,0.29,3.21,16.30,2.72,1.17,-1.51
