,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,28.02,28.02,28.01,28.01,28.01,28.01,28.01,23.3,23.3,23.3,22.4
FIIs,6.73,7.68,9.96,9.95,9.94,8.27,3.93,2.61,1.16,1.68,2.16
DIIs,27.86,28.38,24.65,24.42,24.04,23.9,22.52,22.19,20.93,18.68,18.38
Public,37.39,35.92,37.38,37.62,38.01,39.82,45.55,51.89,54.61,56.35,57.05
No. of Shareholders,124764.0,112566.0,104036.0,98134.0,95101.0,94811.0,95459.0,95707.0,94321.0,94136.0,94848.0
