,2022-09-01,2023-06-01,2023-09-01
Sales,256.0,230.0,220.0
Expenses,228.0,188.0,178.0
Operating Profit,29.0,42.0,42.0
OPM %,11.0,18.0,19.0
Other Income,1.0,3.0,4.0
Interest,6.0,6.0,5.0
Depreciation,5.0,6.0,6.0
Profit before tax,19.0,34.0,34.0
Tax %,20.0,17.0,18.0
Net Profit,15.0,28.0,28.0
EPS in Rs,5.06,9.2,9.29
