,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,60.49,60.62,93.31,89.21,89.21,75.0
FIIs,10.1,5.84,0.05,1.26,1.16,1.38
DIIs,11.55,17.23,2.68,1.59,1.54,1.8
Public,17.86,16.31,3.95,7.94,8.09,21.83
No. of Shareholders,108944.0,95650.0,82657.0,80970.0,74441.0,75229.0
