,2022-03-01,2023-03-01,2023-09-01
Equity Capital,15,21,21
Reserves,7,32,47
Borrowings,31,68,70
Other Liabilities,16,38,79
Total Liabilities,70,159,217
Fixed Assets,9,38,37
CWIP,2,0,6
Investments,0,0,0
Other Assets,58,121,174
Total Assets,70,159,217
