,2022-10-01,2023-03-01,2023-09-01
Promoters,69.84,69.89,69.95
FIIs,0.06,0.0,0.04
DIIs,0.19,0.0,0.0
Public,29.9,30.11,30.01
No. of Shareholders,1489.0,892.0,1145.0
