,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7,7,7,46,58,58.0
Reserves,87,98,131,156,900,951.0
Preference Capital,0,0,1,0,0,
Borrowings,156,142,137,183,145,255.0
Other Liabilities,110,113,131,224,297,294.0
Total Liabilities,360,360,406,609,1400,1558.0
Fixed Assets,49,54,67,107,119,159.0
CWIP,2,9,10,4,26,9.0
Investments,4,3,3,3,4,27.0
Other Assets,305,293,326,495,1251,1364.0
Total Assets,360,360,406,609,1400,1558.0
