,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-5,33,13,15,-52
Cash from Investing Activity,-10,-19,-19,-37,-480
Cash from Financing Activity,39,-36,8,26,550
Net Cash Flow,24,-22,2,3,18
