,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,33.7,33.66,33.65,33.62,33.6,33.58,33.56,33.53,33.46,30.21,30.19
FIIs,10.86,11.61,12.68,12.07,10.9,9.49,10.31,9.37,15.69,17.56,17.02
DIIs,42.64,43.12,40.62,40.42,40.48,41.18,6.42,6.51,8.41,10.0,9.96
Public,12.79,11.61,13.04,13.88,15.0,15.74,49.72,50.58,42.44,42.24,42.83
Others,0.0,0.01,0.02,0.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0
No. of Shareholders,136780.0,105060.0,77223.0,64064.0,61837.0,62404.0,73601.0,74548.0,73731.0,78164.0,78918.0
