,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,,365.00,0.61,0.38
Inventory Days,,,723.63,236.32
Days Payable,,,137.94,31.21
Cash Conversion Cycle,,365.00,586.31,205.5
Working Capital Days,,0.00,339.81,118.14
ROCE %,,0.00,46.51,46.15
