,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,3,4,4,18,18
Reserves,0,3,6,17,27,53,57
Borrowings,0,5,12,20,32,26,33
Other Liabilities,5,10,12,20,19,22,10
Total Liabilities,5,18,33,60,82,118,118
Fixed Assets,0,0,3,10,8,25,26
CWIP,0,0,0,0,0,1,0
Investments,0,0,0,0,0,0,0
Other Assets,5,18,30,50,75,91,92
Total Assets,5,18,33,60,82,118,118
