,2022-06-01,2022-09-01,2023-03-01,2023-06-01,2023-09-01
Sales,24.51,27.46,31.37,25.96,28.64
Expenses,22.83,24.57,28.21,21.3,23.74
Operating Profit,1.68,2.89,3.16,4.66,4.9
OPM %,6.85,10.52,10.07,17.95,17.11
Other Income,0.17,0.18,0.19,0.08,0.11
Interest,0.75,0.66,0.65,0.59,0.74
Depreciation,0.19,0.19,0.37,0.82,0.86
Profit before tax,0.91,2.22,2.33,3.33,3.41
Tax %,26.37,26.13,33.05,26.13,25.22
Net Profit,0.67,1.64,1.57,2.46,2.56
EPS in Rs,0.45,1.09,0.88,1.38,1.43
