,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,18,18,18,18,18,36,36,36,35,30,29,29,29
Reserves,2302,2443,3009,2894,3205,3127,3349,3653,4150,4382,4924,5996,6357
Borrowings,804,1273,1178,1538,3708,4389,4008,3438,3492,3392,3587,3074,1433
Other Liabilities,323,534,739,1463,792,890,838,1213,1605,1832,2161,2014,2256
Total Liabilities,3447,4268,4945,5912,7722,8441,8230,8340,9283,9636,10701,11114,10075
Fixed Assets,1006,1155,2048,2065,2156,2148,6143,5965,6019,5639,5546,5664,5590
CWIP,918,1068,1321,2247,3574,3969,10,6,17,17,17,47,73
Investments,116,149,177,106,57,411,175,155,124,314,529,450,435
Other Assets,1407,1895,1399,1495,1935,1913,1903,2214,3122,3665,4609,4953,3977
Total Assets,3447,4268,4945,5912,7722,8441,8230,8340,9283,9636,10701,11114,10075
