,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,600.0,660.0,689.0,558.0,823.0,950.0,1016.0,1025.0,742.0,880.0,881.0,1042.0,922.0
Expenses,359.0,387.0,433.0,380.0,485.0,542.0,614.0,562.0,471.0,481.0,534.0,506.0,563.0
Operating Profit,241.0,273.0,256.0,178.0,338.0,408.0,403.0,463.0,271.0,399.0,347.0,536.0,359.0
OPM %,40.0,41.0,37.0,32.0,41.0,43.0,40.0,45.0,37.0,45.0,39.0,51.0,39.0
Other Income,75.0,50.0,107.0,54.0,-49.0,25.0,174.0,89.0,141.0,142.0,117.0,37.0,40.0
Interest,86.0,78.0,78.0,83.0,88.0,84.0,83.0,89.0,108.0,110.0,91.0,80.0,95.0
Depreciation,75.0,75.0,73.0,72.0,73.0,74.0,76.0,75.0,75.0,78.0,78.0,78.0,78.0
Profit before tax,156.0,170.0,211.0,76.0,128.0,275.0,417.0,387.0,230.0,353.0,295.0,416.0,226.0
Tax %,14.0,5.0,24.0,50.0,112.0,30.0,14.0,12.0,22.0,-3.0,-16.0,18.0,15.0
Net Profit,134.0,162.0,159.0,38.0,-16.0,191.0,360.0,339.0,178.0,363.0,341.0,343.0,193.0
EPS in Rs,5.77,6.72,8.59,3.05,2.14,11.62,18.79,20.58,9.47,16.89,17.0,17.99,10.22
