,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,0.01,0.01,0.01,0.07,0.88,0.88,0.88,0.88
Reserves,-0.06,-0.07,-0.05,-0.05,-0.03,1.51,1.35,1.26,1.23
Borrowings,0.06,0.06,0.06,0.06,0.0,0.05,0.05,0.05,0.05
Other Liabilities,-0.01,0.0,0.0,-0.01,0.0,0.06,0.02,0.02,0.04
Total Liabilities,0.0,0.0,0.02,0.01,0.04,2.5,2.3,2.21,2.2
Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,1.03,0.84,1.31
CWIP,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.5700000000000001,0.5700000000000001,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,0.0,0.0,0.02,0.01,0.04,1.23,0.7000000000000001,0.8,0.89
Total Assets,0.0,0.0,0.02,0.01,0.04,2.5,2.3,2.21,2.2
