,2021-03-01,2021-09-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,72.73,72.73,72.73,72.73,68.26,68.26,68.26,68.26,68.26
FIIs,0.0,0.0,0.0,0.0,0.68,0.6,0.57,0.01,0.0
Public,27.27,27.27,27.27,27.27,31.05,31.15,31.18,31.72,31.75
No. of Shareholders,129.0,133.0,157.0,177.0,198.0,221.0,228.0,3975.0,6437.0
