,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,47.32,48.23,48.89,48.89,48.89,48.89,48.89,48.89
Public,52.68,51.77,51.11,51.11,51.11,51.11,51.11,51.11
No. of Shareholders,1868.0,1810.0,1255.0,1267.0,1262.0,1297.0,1307.0,1320.0
