,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,19.26,21.62,12.91,15.73,18.26,17.77,27.74,28.61,46.8,37.67,49.98,38.42,51.82
Expenses,16.68,17.97,12.79,14.88,15.1,16.25,23.7,27.94,45.28,36.1,48.48,38.7,49.18
Operating Profit,2.58,3.65,0.12,0.85,3.16,1.52,4.04,0.67,1.52,1.57,1.5,-0.28,2.64
OPM %,13.4,16.88,0.93,5.4,17.31,8.55,14.56,2.34,3.25,4.17,3.0,-0.73,5.09
Other Income,0.27,0.41,1.81,0.04,0.17,0.2,0.52,0.65,0.08,21.21,0.26,0.26,0.02
Interest,0.29,0.26,0.15,0.14,0.2,0.2,0.18,0.11,0.57,0.48,0.56,0.61,0.56
Depreciation,0.78,0.67,0.56,0.57,0.61,0.61,0.6,0.67,0.76,0.78,0.78,0.85,0.87
Profit before tax,1.78,3.13,1.22,0.18,2.52,0.91,3.78,0.54,0.27,21.52,0.42,-1.48,1.23
Tax %,-11.8,-1.92,-163.11,-33.33,-9.92,-79.12,-50.26,96.3,129.63,18.63,-330.95,16.22,32.52
Net Profit,1.99,3.18,3.21,0.24,2.77,1.63,5.69,0.01,-0.08,17.51,1.81,-1.24,0.83
EPS in Rs,1.52,2.44,2.42,0.28,2.8,1.65,5.68,0.03,-0.02,17.54,1.73,-1.24,0.83
