,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,9,9,8,8,8,8,8,8,8,8,8,8,8
Reserves,95,98,91,103,105,112,111,129,187,205,281,309,377
Borrowings,25,13,18,40,41,9,10,42,1,1,12,6,0
Other Liabilities,25,5,12,27,14,16,36,45,18,10,56,124,239
Total Liabilities,153,126,128,178,167,144,165,224,213,224,358,446,625
Fixed Assets,28,29,49,47,44,45,65,63,64,62,59,67,73
CWIP,1,3,1,0,15,17,0,0,0,0,3,2,0
Investments,0,0,0,0,0,0,2,13,16,24,24,24,24
Other Assets,124,94,78,130,108,82,98,147,133,137,272,353,527
Total Assets,153,126,128,178,167,144,165,224,213,224,358,446,625
