,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,59.44,59.44,59.49,59.56,60.19,60.19,60.14,57.45
FIIs,0.11,0.12,0.01,0.0,0.01,0.29,1.29,4.84
DIIs,0.08,0.18,0.08,0.24,0.0,0.0,0.15,0.15
Public,40.36,40.25,40.42,40.2,39.8,39.52,37.82,36.8
Others,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.76
No. of Shareholders,10761.0,11494.0,11794.0,11745.0,34233.0,114705.0,108420.0,159766.0
