,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.2,0.2,0.2,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14,5.14
Reserves,-0.01,0.01,0.02,0.02,0.23,0.39,0.63,0.6900000000000001,0.73,1.15,1.09,1.36,4.17
Borrowings,0.0,0.0,0.0,0.0,9.71,5.28,0.04,0.04,0.04,0.34,0.35,0.23,0.0
Other Liabilities,0.0,0.01,0.02,0.02,0.05,0.67,1.31,0.81,0.56,0.2,0.09,3.15,0.05
Total Liabilities,0.19,0.22,0.24,5.18,15.13,11.48,7.12,6.68,6.47,6.83,6.67,9.88,12.26
Fixed Assets,0.0,0.0,0.0,0.0,0.0,0.73,0.46,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,1.87,0.73,0.0,0.0,1.47,1.47,2.5,6.62,6.58,2.5
Other Assets,0.19,0.22,0.24,3.31,14.4,10.75,6.66,5.21,5.0,4.33,0.05,3.3,9.76
Total Assets,0.19,0.22,0.24,5.18,15.13,11.48,7.12,6.68,6.47,6.83,6.67,9.88,12.26
