,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.88,4.02,4.02,5.0,7.14
Reserves,-0.08,0.25,0.97,4.1,12.08
Borrowings,0.0,0.0,2.77,12.83,12.34
Other Liabilities,0.42,2.0,2.91,3.76,9.07
Total Liabilities,2.22,6.27,10.67,25.69,40.63
Fixed Assets,1.58,3.2,4.46,4.86,4.76
CWIP,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0
Other Assets,0.64,3.07,6.21,20.83,35.87
Total Assets,2.22,6.27,10.67,25.69,40.63
