,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,54.43,85.65,117.32
Inventory Days,146.0,40.56,49.26,120.7
Days Payable,1022.0,77.93,57.34,36.18
Cash Conversion Cycle,-876.0,17.06,77.57,201.84
Working Capital Days,-153.68,24.01,65.95,171.95
ROCE %,,15.49,18.62,34.96
