,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,75.01,75.0,75.0,75.0,75.0,75.0,75.0,75.0
FIIs,0.87,0.86,1.11,1.39,1.03,1.03,0.33,0.33
Public,24.12,24.14,23.89,23.61,23.97,23.97,24.68,24.67
No. of Shareholders,7371.0,9668.0,9046.0,8566.0,8691.0,8458.0,8237.0,8578.0
