,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0,0,0,1,13,42
Inventory Days,0.0,0,0,0,,,
Days Payable,,,,,,,
Cash Conversion Cycle,0.0,0,0,0,1,13,42
Working Capital Days,-36.0,8,-221,-277,-236,-212,-60
ROCE %,,100,58,63,31,31,26
