,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,70,70,70,70,70,70,70,77,77,77,77,77,77
Reserves,1452,1621,1676,1547,1517,1641,1905,2625,2950,3659,4248,4609,4797
Borrowings,1219,1378,2783,3229,3323,3317,2941,2973,3503,3626,4115,5292,5359
Other Liabilities,835,939,1234,1205,1275,1383,1541,1737,2011,2509,2963,3306,3608
Total Liabilities,3576,4008,5764,6051,6185,6411,6456,7413,8542,9872,11403,13285,13842
Fixed Assets,2317,2369,2327,4074,4254,4542,4443,4537,5554,5937,6544,8210,8832
CWIP,90,255,1788,337,321,127,104,574,530,509,1032,828,478
Investments,9,32,68,37,79,80,119,438,46,142,216,92,93
Other Assets,1160,1352,1582,1603,1532,1662,1789,1863,2412,3283,3612,4155,4438
Total Assets,3576,4008,5764,6051,6185,6411,6456,7413,8542,9872,11403,13285,13842
