,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,315,299,411,830,736,553
Cash from Investing Activity,-33,-168,9,-496,-1736,263
Cash from Financing Activity,-175,-186,-513,-96,907,-911
Net Cash Flow,107,-56,-93,238,-92,-95
