,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0,855,940,870,929,1027,809
Cash from Investing Activity,0,-5825,-142,112,-494,-378,-284
Cash from Financing Activity,0,5064,-878,-806,-581,-679,-516
Net Cash Flow,0,93,-79,176,-146,-30,9
