,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,434.0,497.0,1266.0,229.0,352.0,137.0,1142.0,166.0,198.0,256.0,775.0,157.0,246.0
Expenses,511.0,488.0,1087.0,274.0,359.0,175.0,944.0,230.0,246.0,291.0,781.0,206.0,299.0
Operating Profit,-78.0,9.0,179.0,-44.0,-7.0,-38.0,197.0,-64.0,-49.0,-35.0,-6.0,-49.0,-53.0
OPM %,-18.0,2.0,14.0,-19.0,-2.0,-27.0,17.0,-38.0,-25.0,-14.0,-1.0,-31.0,-21.0
Other Income,78.0,10.0,65.0,12.0,10.0,7.0,226.0,22.0,10.0,10.0,10.0,13.0,10.0
Interest,45.0,40.0,34.0,45.0,45.0,50.0,52.0,46.0,50.0,51.0,63.0,55.0,69.0
Depreciation,11.0,11.0,9.0,11.0,15.0,12.0,13.0,12.0,12.0,12.0,13.0,12.0,13.0
Profit before tax,-56.0,-32.0,201.0,-88.0,-56.0,-93.0,357.0,-99.0,-100.0,-87.0,-73.0,-103.0,-126.0
Tax %,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Net Profit,-56.0,-32.0,201.0,-88.0,-56.0,-93.0,357.0,-99.0,-100.0,-87.0,-73.0,-103.0,-126.0
EPS in Rs,-0.61,-0.34,2.16,-0.94,-0.6,-0.99,3.83,-1.06,-1.06,-0.92,-0.77,-1.07,-1.31
