,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,160,212,198,112,125,259,93
Cash from Investing Activity,-158,142,-171,38,-54,-224,13
Cash from Financing Activity,-55,-326,-16,-161,-34,-64,-103
Net Cash Flow,-54,28,10,-11,37,-28,3
