,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,76,76,76,76,111,111,111
Reserves,2736,2290,1782,2119,2891,3459,3867
Borrowings,0,0,2,4,3,18,19
Other Liabilities,128,87,63,107,90,46,132
Total Liabilities,2940,2453,1922,2306,3096,3635,4128
Fixed Assets,6,6,9,10,9,41,41
CWIP,0,0,0,0,0,0,0
Investments,2910,2420,1879,2269,3053,3553,4044
Other Assets,24,27,35,27,34,40,43
Total Assets,2940,2453,1922,2306,3096,3635,4128
