,2021-03-01,2022-03-01,2023-03-01
Sales,15.53,21.02,29.02
Expenses,14.03,18.11,23.94
Operating Profit,1.5,2.91,5.08
OPM %,9.66,13.84,17.51
Other Income,0.18,0.16,0.89
Interest,0.17,0.22,0.31
Depreciation,0.54,0.64,0.85
Profit before tax,0.97,2.21,4.81
Tax %,29.9,29.86,25.99
Net Profit,0.69,1.55,3.56
EPS in Rs,34.5,77.5,4.94
