,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,0.1,-0.58,-0.88,-1.18
Cash from Investing Activity,,-0.01,-0.17,-0.12,-0.1
Cash from Financing Activity,,0.0,0.72,1.06,1.33
Net Cash Flow,,0.1,-0.03,0.07,0.04
