,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Sales,0.62,2.0,4.2,7.29,11.05
Expenses,0.78,1.97,4.06,6.95,9.81
Operating Profit,-0.16,0.03,0.14,0.34,1.24
OPM %,-25.81,1.5,3.33,4.66,11.22
Other Income,0.0,0.0,0.0,0.01,0.02
Interest,0.0,0.0,0.04,0.17,0.36
Depreciation,0.0,0.02,0.07,0.1,0.11
Profit before tax,-0.16,0.01,0.03,0.08,0.79
Tax %,25.0,0.0,66.67,50.0,22.78
Net Profit,-0.12,0.01,0.0,0.05,0.61
EPS in Rs,-12.0,1.0,0.0,2.0,3.05
