,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.47,2.87,2.74,2.38,1.66,2.44,2.92,1.84,6.53,11.58,5.59,1.91,4.13
Expenses,0.71,0.88,1.68,1.18,1.21,1.47,1.3,1.22,3.31,7.42,6.5,2.05,1.66
Operating Profit,0.76,1.99,1.06,1.2,0.45,0.97,1.62,0.62,3.22,4.16,-0.91,-0.14,2.47
OPM %,51.7,69.34,38.69,50.42,27.11,39.75,55.48,33.7,49.31,35.92,-16.28,-7.33,59.81
Other Income,1.19,0.55,0.57,1.25,1.44,1.06,-0.14,0.18,0.29,0.17,0.21,0.6,8.72
Interest,0.04,0.03,0.08,0.04,0.13,0.06,0.15,0.05,0.1,0.09,0.07,0.06,0.21
Depreciation,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.08,0.08,0.08,0.09
Profit before tax,1.82,2.42,1.46,2.32,1.67,1.88,1.24,0.66,3.31,4.16,-0.85,0.32,10.89
Tax %,12.64,21.49,17.12,9.05,-0.6,47.34,5.65,53.03,26.59,22.36,32.94,-3.12,10.65
Net Profit,1.58,1.9,1.21,2.12,1.69,1.0,1.16,0.32,2.42,3.23,-0.56,0.33,9.72
EPS in Rs,1.42,1.71,1.09,1.91,1.52,0.9,1.05,0.29,2.18,2.91,-0.51,0.3,8.77
