,2021-03-01,2022-03-01,2023-03-01
Debtor Days,7.43,9.0,8.19
Inventory Days,58.43,58.22,79.61
Days Payable,31.81,25.3,28.35
Cash Conversion Cycle,34.05,41.92,59.45
Working Capital Days,22.9,22.67,34.86
ROCE %,,39.37,36.83
