,2021-03-01,2022-03-01,2023-03-01
Sales,53.56,55.54,62.82
Expenses,49.87,51.76,58.33
Operating Profit,3.69,3.78,4.49
OPM %,6.89,6.81,7.15
Other Income,0.03,0.64,0.2
Interest,0.6,0.71,0.62
Depreciation,0.68,0.64,0.7
Profit before tax,2.44,3.07,3.37
Tax %,25.41,27.36,24.93
Net Profit,1.82,2.23,2.52
EPS in Rs,1820.0,2230.0,4.39
