,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,124,160,227,362,278,420,296,370,582,856,634,554
Cash from Investing Activity,9,-75,8,-448,-54,-153,-57,-190,-146,-104,-377,-1006
Cash from Financing Activity,-29,-42,-43,-32,-111,-93,-136,-232,-446,-253,-544,-109
Net Cash Flow,104,43,193,-118,113,174,103,-52,-10,499,-287,-562
