,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7,27.7
Public,72.3,72.3,72.3,72.3,72.3,72.3,72.31,72.31,72.3,72.3,72.3,72.31
No. of Shareholders,1473.0,1476.0,1480.0,1486.0,1491.0,1741.0,1809.0,1792.0,1915.0,1948.0,1941.0,2051.0
