,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Inventory Days,,,,,,,,,
Days Payable,,,,,,,,,
Cash Conversion Cycle,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Working Capital Days,309.18,857.20,329.76,1886.86,1360.45,759.59,1593.37,1309.37,891.03
ROCE %,,9.81,8.46,7.83,3.50,-8.08,3.90,5.03,-0.82
