,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,9.4,6.55,10.71,7.12,1.46,4.94,7.45,4.58,4.78,4.91,6.93,15.98,46.79
Expenses,7.76,4.11,13.59,2.6,-1.85,6.8,8.74,3.49,2.7,5.07,6.91,12.93,45.77
Operating Profit,1.64,2.44,-2.88,4.52,3.31,-1.86,-1.29,1.09,2.08,-0.16,0.02,3.05,1.02
OPM %,17.45,37.25,-26.89,63.48,226.71,-37.65,-17.32,23.8,43.51,-3.26,0.29,19.09,2.18
Other Income,-0.04,-0.92,0.02,-2.18,-2.02,0.02,0.02,0.01,0.28,0.43,0.06,0.02,0.02
Interest,0.4,0.38,0.5,0.34,0.32,0.38,0.45,0.35,0.34,0.33,0.36,0.36,0.36
Depreciation,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02
Profit before tax,1.16,1.1,-3.4,1.97,0.94,-2.25,-1.75,0.72,2.0,-0.08,-0.3,2.69,0.66
Tax %,25.86,46.36,-14.12,52.79,79.79,0.0,58.86,25.0,17.5,125.0,-50.0,24.91,25.76
Net Profit,0.85,0.59,-3.87,0.92,0.19,-2.25,-0.72,0.54,1.65,0.02,-0.44,2.03,0.49
EPS in Rs,1.25,0.86,-5.67,1.35,0.28,-3.3,-1.06,0.79,2.42,0.03,-0.64,2.98,0.72
