,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,46.58,49.79,56.99,58.49,65.39,73.69,90.99,106.64,112.65,110.94,106.3,100.87,102.29
Expenses,44.03,48.16,54.58,56.07,61.99,69.74,88.03,102.04,107.24,107.35,101.67,96.73,99.11
Operating Profit,2.55,1.63,2.41,2.42,3.4,3.95,2.96,4.6,5.41,3.59,4.63,4.14,3.18
OPM %,5.47,3.27,4.23,4.14,5.2,5.36,3.25,4.31,4.8,3.24,4.36,4.1,3.11
Other Income,0.11,0.99,0.59,0.17,0.38,0.36,0.28,0.33,-0.5,0.34,0.27,0.12,0.31
Interest,0.12,0.08,0.14,0.14,0.13,0.19,0.28,0.32,0.44,0.54,0.46,0.31,0.35
Depreciation,0.22,0.25,0.25,0.23,0.26,0.3,0.22,0.25,0.29,0.33,0.35,0.28,0.3
Profit before tax,2.32,2.29,2.61,2.22,3.39,3.82,2.74,4.36,4.18,3.06,4.09,3.67,2.84
Tax %,16.38,-15.72,-15.71,0.0,0.29,0.0,2.55,0.69,2.15,13.07,15.65,9.54,8.1
Net Profit,1.93,2.65,3.03,2.21,3.37,3.82,2.66,4.32,4.09,2.65,3.45,3.32,2.61
EPS in Rs,1.31,1.79,2.05,1.49,2.28,2.58,1.8,2.92,2.77,1.79,2.33,2.25,1.77
