,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.88,1.92,2.13,1.79,2.87,2.22,2.36,3.35,4.18,5.21,7.52,5.86,5.23
Expenses,1.64,1.67,1.94,1.59,2.16,1.94,1.78,2.63,3.52,4.1,4.55,4.48,4.08
Operating Profit,0.24,0.25,0.19,0.2,0.71,0.28,0.58,0.72,0.66,1.11,2.97,1.38,1.15
OPM %,12.77,13.02,8.92,11.17,24.74,12.61,24.58,21.49,15.79,21.31,39.49,23.55,21.99
Other Income,0.01,0.01,0.03,0.01,0.01,0.01,0.04,0.02,0.02,0.01,0.04,0.04,0.02
Interest,0.09,0.09,0.09,0.07,0.08,0.06,0.08,0.06,0.09,0.07,0.08,0.07,0.11
Depreciation,0.12,0.12,0.14,0.12,0.12,0.13,0.13,0.14,0.18,0.16,0.15,0.17,0.2
Profit before tax,0.04,0.05,-0.01,0.02,0.52,0.1,0.41,0.54,0.41,0.89,2.78,1.18,0.86
Tax %,50.0,40.0,-300.0,50.0,25.0,30.0,26.83,25.93,31.71,30.34,29.5,27.12,22.09
Net Profit,0.02,0.02,-0.04,0.02,0.39,0.07,0.3,0.4,0.28,0.62,1.96,0.86,0.67
EPS in Rs,0.06,0.06,-0.11,0.06,1.08,0.19,0.83,1.11,0.78,1.72,5.45,2.39,1.86
