,2010-03-01,2011-03-01,2012-03-01,2013-03-01,2014-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,0.06,0.03,-0.15,0.04,-0.13,0.16,-0.15,-0.74,0.29,-4.28,0.96,2.8
Cash from Investing Activity,-0.05,0.01,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,-0.01
Cash from Financing Activity,0.0,0.0,0.08,-0.02,-0.01,0.0,0.0,0.74,0.14,3.92,-0.99,-2.62
Net Cash Flow,0.01,0.04,-0.05,0.02,-0.07,0.16,-0.15,0.0,0.42,-0.36,-0.03,0.17
