,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.77,14.46
Public,86.29,86.29,86.29,86.29,86.29,86.29,86.29,86.3,86.31,86.3,86.23,85.55
No. of Shareholders,8215.0,8186.0,8166.0,8145.0,8132.0,8103.0,8081.0,8054.0,8023.0,7991.0,7982.0,7945.0
