,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.79,74.79,74.79,74.88,74.88,74.88,74.98,74.98
FIIs,9.88,8.7,8.12,4.41,5.23,2.53,3.42,4.85
DIIs,7.11,7.94,9.06,12.9,11.3,12.83,13.51,13.01
Government,0.15,0.17,0.13,0.14,0.19,0.08,0.07,0.07
Public,8.07,8.4,7.9,7.67,8.4,9.69,8.01,7.07
No. of Shareholders,82783.0,97956.0,118823.0,126999.0,223384.0,408017.0,338570.0,297953.0
