,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,20,20,20,20,20,21,21,21,21,21,21,21,21
Reserves,1098,418,412,379,394,1189,1296,1364,1241,1447,1532,1494,1575
Borrowings,510,305,337,380,443,186,90,28,36,88,210,274,330
Other Liabilities,602,362,448,444,442,407,401,392,396,404,410,415,439
Total Liabilities,2230,1106,1218,1223,1299,1803,1809,1805,1695,1960,2173,2204,2366
Fixed Assets,1232,548,518,515,493,1280,1354,1331,1323,1311,1289,1496,1485
CWIP,173,6,2,3,19,86,11,18,53,54,181,71,169
Investments,87,9,9,9,19,238,297,289,148,436,538,390,476
Other Assets,737,544,688,697,769,199,148,168,171,159,164,248,236
Total Assets,2230,1106,1218,1223,1299,1803,1809,1805,1695,1960,2173,2204,2366
