,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,94.0,99.0,103.0,86.0,110.0,117.0,108.0,97.0,107.0,123.0,123.0,112.0,125.0
Expenses,78.0,80.0,82.0,74.0,91.0,97.0,93.0,88.0,89.0,96.0,97.0,90.0,103.0
Operating Profit,16.0,19.0,21.0,12.0,19.0,20.0,15.0,9.0,18.0,27.0,26.0,22.0,22.0
OPM %,17.0,19.0,20.0,14.0,17.0,17.0,14.0,9.0,17.0,22.0,21.0,20.0,17.0
Other Income,2.0,1.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0
Interest,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Depreciation,1.0,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
Profit before tax,17.0,18.0,20.0,14.0,18.0,18.0,15.0,9.0,18.0,25.0,23.0,20.0,21.0
Tax %,25.0,23.0,27.0,22.0,29.0,24.0,26.0,18.0,24.0,27.0,30.0,27.0,27.0
Net Profit,13.0,14.0,15.0,11.0,12.0,14.0,11.0,8.0,14.0,19.0,16.0,15.0,15.0
EPS in Rs,1.26,1.39,1.49,1.11,1.24,1.33,1.07,0.7,1.24,1.69,1.49,1.37,1.37
