,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,30.25,24.5,5.64,17.63,25.7,28.05,3.8,22.1,26.44,19.03,8.72,16.95,24.49
Expenses,18.68,20.77,14.87,11.89,19.21,22.03,12.19,19.11,22.04,19.14,17.93,14.07,18.14
Operating Profit,11.57,3.73,-9.23,5.74,6.49,6.02,-8.39,2.99,4.4,-0.11,-9.21,2.88,6.35
OPM %,38.25,15.22,-163.65,32.56,25.25,21.46,-220.79,13.53,16.64,-0.58,-105.62,16.99,25.93
Other Income,0.28,0.2,1.06,0.29,0.35,0.39,1.0,0.29,0.45,0.59,1.32,0.6,0.69
Interest,0.57,0.55,0.43,0.6,0.6,0.34,0.22,0.42,0.37,0.59,0.71,0.75,0.69
Depreciation,0.4,0.44,0.42,0.43,0.43,0.44,0.45,0.45,0.45,0.49,0.47,0.45,0.48
Profit before tax,10.88,2.94,-9.02,5.0,5.81,5.63,-8.06,2.41,4.03,-0.6,-9.07,2.28,5.87
Tax %,-0.0,-0.0,-12.64,-0.0,-0.0,-0.0,-13.15,-0.0,-0.0,-10.0,8.71,-0.0,-0.0
Net Profit,10.88,2.93,-10.16,5.0,5.8,5.63,-9.12,2.41,4.03,-0.67,-8.28,2.28,5.88
EPS in Rs,7.26,1.95,-6.78,3.34,3.87,3.76,-6.08,1.61,2.69,-0.45,-5.52,1.52,3.92
