,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,13,42,42,42,42,42,42,42,42,42,42,42,42
Reserves,977,1027,975,965,1305,1325,1423,1110,299,154,325,1539,1552
Borrowings,3577,4426,3747,3434,5047,4299,4506,5235,3368,1851,2643,2108,1754
Other Liabilities,1467,1001,1284,1678,1617,1914,2279,2886,2845,3297,3201,1361,1693
Total Liabilities,6034,6496,6048,6118,8011,7580,8250,9273,6554,5344,6211,5050,5041
Fixed Assets,345,374,450,488,1829,1793,1798,1835,1862,1431,1424,1940,1932
CWIP,50,134,282,424,102,143,147,154,168,78,320,19,62
Investments,1,1,206,209,774,878,911,815,855,952,1126,1242,1226
Other Assets,5637,5987,5111,4998,5306,4767,5395,6469,3668,2883,3341,1848,1821
Total Assets,6034,6496,6048,6118,8011,7580,8250,9273,6554,5344,6211,5050,5041
