,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12,3.12
Reserves,-6.8,-7.36,-7.36,-7.37,-2.73,-2.83,-2.97,-3.06,-3.12,-3.2,-3.31,-3.31,-4.47
Preference Capital,0.0,4.25,4.25,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Borrowings,9.14,1.92,1.05,0.72,0.13,0.15,0.11,0.21,0.22,0.27,0.41,27.24,0.0
Other Liabilities,0.15,7.35,7.32,7.47,0.58,0.51,0.03,0.04,0.04,0.08,0.02,0.3,30.4
Total Liabilities,5.61,5.03,4.13,3.94,1.1,0.95,0.29,0.31,0.26,0.27,0.24,27.35,29.05
Fixed Assets,2.46,1.05,1.03,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,16.08
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.31,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,3.15,3.98,3.1,2.98,1.1,0.95,0.29,0.31,0.26,0.27,0.24,13.8,12.97
Total Assets,5.61,5.03,4.13,3.94,1.1,0.95,0.29,0.31,0.26,0.27,0.24,27.35,29.05
