,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,2.53,0.08,1.51
Expenses,0.06,0.0,0.02,0.04,0.01,0.02,0.02,0.07,0.03,0.11,2.46,0.57,1.52
Operating Profit,-0.06,0.0,-0.02,-0.04,-0.01,-0.02,-0.02,-0.04,-0.03,-0.11,0.07,-0.49,-0.01
OPM %,,,,,,,,-133.33,,,2.77,-612.5,-0.66
Other Income,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,-0.01,0.19,0.16,0.25
Interest,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.05,0.0,0.0
Depreciation,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.03,-0.03,0.0,0.0
Profit before tax,-0.06,0.0,-0.02,-0.04,-0.01,-0.02,-0.02,-0.04,-0.03,-0.15,0.24,-0.33,0.24
Tax %,0.00,,0.00,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.0,0.0,25.0
Net Profit,-0.06,0.0,-0.02,-0.04,-0.01,-0.02,-0.02,-0.04,-0.03,-0.15,0.24,-0.33,0.18
EPS in Rs,-0.02,0.0,-0.01,-0.01,-0.00,-0.01,-0.01,-0.01,-0.01,-0.05,0.08,-0.11,0.06
