,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,62.16,61.98,61.69,60.04,59.96,59.96,59.96,59.96
FIIs,21.87,22.27,20.0,16.48,17.28,14.03,14.77,16.65
DIIs,5.51,5.78,7.79,14.15,13.74,16.39,16.93,15.04
Government,0.07,0.03,0.04,0.07,0.08,0.05,0.05,0.05
Public,10.39,9.94,10.41,9.18,8.87,9.48,8.14,8.11
Others,0.0,0.0,0.07,0.07,0.07,0.09,0.15,0.18
No. of Shareholders,290577.0,257871.0,255205.0,309688.0,304256.0,395972.0,366437.0,347904.0
