,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.16,0.00,0.0
Expenses,0.60,0.64,0.53,0.67,0.63,0.72,0.59,0.63,0.73,0.14,1.11,0.25,0.22
Operating Profit,-0.60,-0.64,-0.53,-0.67,-0.63,-0.72,-0.59,-0.63,-0.73,-0.14,0.05,-0.25,-0.22
OPM %,,,,,,,,,,,4.31,,
Other Income,0.95,0.71,0.41,0.36,4.02,0.35,0.29,0.26,0.75,0.23,0.27,0.29,0.53
Interest,0.01,0.04,0.05,0.07,0.00,0.01,0.00,0.01,0.00,0.00,0.0,0.01,0.19
Depreciation,0.01,0.06,0.06,0.08,0.08,0.08,0.08,0.08,0.07,0.00,0.0,0.00,0.0
Profit before tax,0.33,-0.03,-0.23,-0.46,3.31,-0.46,-0.38,-0.46,-0.05,0.09,0.32,0.03,0.12
Tax %,18.18,700.00,4.35,0.00,41.39,-2.17,0.00,0.00,0.00,0.00,-21.88,0.00,
Net Profit,0.27,0.18,-0.22,-0.46,1.94,-0.46,-0.38,-0.46,-0.05,0.09,0.39,0.04,0.12
EPS in Rs,1.69,1.12,-1.38,-2.88,12.12,-2.88,-2.38,-2.88,-0.31,0.56,2.44,0.25,0.63
