,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.15,2.48,0.17,1.95,0.73,0.00,0.00,1.45,0.00,2.43,2.8,0.00
Expenses,0.16,0.3,3.72,0.38,2.76,1.04,0.27,0.29,1.6,0.16,10.58,3.1,0.08
Operating Profit,-0.16,-0.15,-1.24,-0.21,-0.81,-0.31,-0.27,-0.29,-0.15,-0.16,-8.15,-0.3,-0.08
OPM %,,-100.0,-50.0,-123.53,-41.54,-42.47,,,-10.34,,-335.39,-10.71,
Other Income,0.18,0.13,1.19,0.21,0.6,0.28,0.71,0.25,0.11,0.12,0.01,0.27,0.00
Interest,0.00,0.01,0.01,0.01,0.02,0.0,-0.01,0.00,0.0,0.00,0.0,0.0,0.00
Depreciation,0.00,0.0,0.03,0.02,-0.01,0.0,0.03,0.01,0.01,0.01,0.0,0.01,0.00
Profit before tax,0.02,-0.03,-0.09,-0.03,-0.22,-0.03,0.42,-0.05,-0.05,-0.05,-8.14,-0.04,-0.08
Tax %,0.00,0.0,-11.11,0.0,0.0,0.0,7.14,0.00,0.0,0.00,0.98,0.0,0.00
Net Profit,0.01,-0.03,-0.1,-0.02,-0.23,-0.04,0.40,-0.05,-0.05,-0.05,-8.05,-0.04,-0.08
EPS in Rs,0.01,-0.02,-0.07,-0.01,-0.16,-0.03,0.28,-0.04,-0.04,-0.04,-5.71,-0.03,-0.06
