,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.95,9.99,13.78
Reserves,1.07,7.99,18.35
Borrowings,0.4,0.1,0.1
Other Liabilities,1.63,1.52,2.49
Total Liabilities,7.05,19.6,34.72
Fixed Assets,0.91,11.9,11.86
CWIP,0.0,0.0,0.0
Investments,0.0,0.0,0.0
Other Assets,6.14,7.7,22.86
Total Assets,7.05,19.6,34.72
