,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.93,74.9,74.9,74.91,74.91,74.91,74.95,74.95
DIIs,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Public,25.04,25.07,25.07,25.07,25.06,25.06,25.02,25.02
No. of Shareholders,3457.0,3416.0,3394.0,3628.0,3876.0,3662.0,3561.0,3836.0
