,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,83,83,83,83,83,83,83,83,83,83,83,83,83.0
Reserves,32,40,38,34,35,49,56,69,84,103,137,175,194.0
Preference Capital,9,8,7,4,1,0,0,0,0,0,0,0,
Borrowings,140,180,137,162,174,146,120,116,84,36,57,38,19.0
Other Liabilities,104,80,117,79,77,103,110,123,124,119,118,137,112.0
Total Liabilities,358,384,375,358,368,380,370,391,375,341,395,433,407.0
Fixed Assets,183,227,219,209,195,191,178,167,172,162,153,152,157.0
CWIP,25,1,6,0,0,0,0,1,0,0,1,9,5.0
Investments,7,8,16,18,18,20,33,48,30,58,71,72,74.0
Other Assets,144,148,135,131,155,169,159,174,172,121,170,200,171.0
Total Assets,358,384,375,358,368,380,370,391,375,341,395,433,407.0
