,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,430,430,465,480,480,480,480,480,609,1129,1245,1245,1245.0
Reserves,10081,11263,13559,14549,16010,16954,18235,19235,22159,38329,43706,48261,
Preference Capital,400,400,0,0,0,0,0,0,0,0,0,0,
Borrowings,125589,144830,167219,171850,181768,195117,228022,254178,281015,562793,610788,643216,
Other Liabilities,5391,6430,6145,6156,5683,5957,6244,6494,6359,23285,18356,20612,
Total Liabilities,141490,162953,187388,193036,203941,218507,252981,280388,310141,625535,674096,713334,
Fixed Assets,1632,1696,2935,2969,3508,3436,3421,3964,3898,7392,7694,7472,
CWIP,5,1,3,5,8,11,1,1,1,0,5,9,
Investments,37996,41899,46935,46060,53283,67781,71619,65272,81871,178292,176502,188366,
Other Assets,101857,119357,137515,144001,147143,147280,177940,211152,224371,439850,489896,517487,
Total Assets,141490,162953,187388,193036,203941,218507,252981,280388,310141,625535,674096,713334,
