,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Reserves,5.72,5.69,2.37,2.33,2.33,2.34,2.3,2.27,2.28,2.29,2.2,2.2,2.06
Borrowings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.16,0.06,0.07
Other Liabilities,0.05,0.07,0.03,0.01,0.03,0.07,0.27,0.29,0.46,0.25,0.16,0.65,0.53
Total Liabilities,13.17,13.16,9.8,9.74,9.76,9.81,9.97,9.96,10.14,9.97,9.92,10.31,10.06
Fixed Assets,0.09,0.04,0.0,0.01,0.01,0.0,4.93,4.93,4.93,4.93,4.93,4.93,4.93
CWIP,0.0,5.82,0.0,0.0,0.0,5.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,4.8100000000000005,4.8100000000000005,0.0,3.88,4.01,3.92,3.92,3.92,3.91,3.91,3.91
Other Assets,13.08,7.3,4.99,4.92,9.75,0.09,1.03,1.11,1.29,1.12,1.08,1.47,1.22
Total Assets,13.17,13.16,9.8,9.74,9.76,9.81,9.97,9.96,10.14,9.97,9.92,10.31,10.06
