,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.01,4.7,4.7,10.34,10.34,10.34
Reserves,0.1,2.94,4.96,3.69,4.97,5.44
Borrowings,1.36,1.09,1.0,2.03,1.65,1.39
Other Liabilities,6.34,3.64,4.82,7.0,11.44,13.28
Total Liabilities,7.81,12.37,15.48,23.06,28.4,30.45
Fixed Assets,2.91,2.84,2.99,3.5,4.61,4.51
CWIP,0.0,0.0,0.0,0.12,0.14,0.0
Investments,0.0,0.0,0.0,0.11,0.11,0.11
Other Assets,4.9,9.53,12.49,19.33,23.54,25.83
Total Assets,7.81,12.37,15.48,23.06,28.4,30.45
