,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,3.16,4.67,2.57,4.89,2.2,1.51,0.84,0.95,3.03,3.16,1.21,0.95,2.56
Expenses,3.99,4.53,3.62,4.38,2.33,1.55,1.26,1.15,2.79,2.82,0.66,1.33,2.8
Operating Profit,-0.83,0.14,-1.05,0.51,-0.13,-0.04,-0.42,-0.2,0.24,0.34,0.55,-0.38,-0.24
OPM %,-26.27,3.0,-40.86,10.43,-5.91,-2.65,-50.0,-21.05,7.92,10.76,45.45,-40.0,-9.38
Other Income,0.0,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Interest,0.28,0.2,1.05,0.42,0.5,0.48,0.08,0.09,0.65,0.39,0.37,0.09,0.09
Depreciation,0.18,0.18,0.13,0.16,0.16,-0.32,0.66,0.15,0.15,0.15,0.18,0.14,0.14
Profit before tax,-1.29,-0.24,-2.21,-0.05,-0.79,-0.19,-1.16,-0.44,-0.56,-0.2,0.01,-0.61,-0.47
Tax %,0.0,0.0,-43.89,0.0,0.0,0.0,-93.1,0.0,0.0,0.0,5600.0,0.0,0.0
Net Profit,-1.29,-0.24,-3.17,-0.05,-0.79,-0.19,-2.23,-0.44,-0.56,-0.2,-0.54,-0.61,-0.48
EPS in Rs,-1.29,-0.24,-3.17,-0.05,-0.79,-0.19,-2.23,-0.44,-0.56,-0.2,-0.54,-0.61,-0.48
