,2008-03-01,2009-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,,,-23,36,25,47,-22
Cash from Investing Activity,,,-2,-4,-2,15,-8
Cash from Financing Activity,,,8,-32,-24,-62,38
Net Cash Flow,,,-17,0,0,0,8
